path,size,file_label,infer_time
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/18VC/18VC19771203.tsv,69886,tabular,0.102766991
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/18VC/18VC19780211.tsv,41832,tabular,0.086727858
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/18VC/2010_Wong_et_al_DSR1.pdf,3208539,freetext,25.97951126
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/18VC/OCEAN Mercury Metadata Station P.pdf,45481,freetext,0.487097263
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/26NA/26NA20140106.tsv,294327,tabular,0.125693321
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/26NA/26NA20140114.tsv,340778,tabular,0.103714466
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/26NA/26NA20140124.tsv,249018,tabular,0.090736151
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/26NA/26NA20140204.tsv,329431,tabular,0.096741438
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/26NA/26NA20140214.tsv,253427,tabular,0.136635065
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/26NA/26NA20140226.tsv,268878,tabular,0.151592731
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/26NA/26NA20140307.tsv,286930,tabular,0.09773922
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/26NA/26NA20140318.tsv,405464,tabular,0.108709812
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/26NA/26NA20140329.tsv,348419,tabular,0.104720116
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/26NA/26NA20140408.tsv,393874,tabular,0.096740246
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/26NA/26NA20140418.tsv,306349,tabular,0.08676815
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/26NA/26NA20140513.tsv,178623,tabular,0.072806358
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/26NA/26NA20140523.tsv,151024,tabular,0.070811749
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/26NA/26NA20140604.tsv,34694,tabular,0.064826488
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/26NA/26NA20140612.tsv,390365,tabular,0.09175396
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/26NA/26NA20140707.tsv,295593,tabular,0.097736835
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/26NA/26NA20140726.tsv,425169,tabular,0.098773241
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/26NA/26NA20140807.tsv,287153,tabular,0.089724541
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/26NA/26NA20140815.tsv,315828,tabular,0.085770845
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/26NA/26NA20140827.tsv,328972,tabular,0.097736597
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/26NA/26NA20140908.tsv,302541,tabular,0.088804722
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/26NA/26NA20140920.tsv,244347,tabular,0.082738161
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/26NA/26NA20140928.tsv,97867,tabular,0.093806267
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/26NA/26NA20141008.tsv,130445,tabular,0.070807934
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/26NA/26NA20141016.tsv,196142,tabular,0.073747396
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/26NA/26NA20141028.tsv,82275,tabular,0.084775209
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/26NA/26NA20141118.tsv,184126,tabular,0.08277607
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/26NA/Nuka_Metadata_2014.xls,37376,freetext,1.393275023
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/3164/316420080611-1.tsv,198813,tabular,0.111739874
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/3164/316420120809.tsv,448348,tabular,0.133603573
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/3164/Additional_metadata_mooring.docx,14279,freetext,0.178524733
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/3164/Mooring_WA_125W_47N_Aug2012_Sep2013_OCEAN Mercury Metadata Report.pdf,183962,freetext,0.780909538
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/3164/Papa_145W_50N_Jun2008_Nov2008_Meta.pdf,120720,freetext,0.880648136
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/3164/README,1519,freetext,0.024980545
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/3164/WA_125W_47N_Aug2012_Sep2013_QFLog.csv,4523,freetext,0.042836189
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GC/33GC20050119.tsv,212945,tabular,0.099733114
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GC/33GC20050720.tsv,39333,tabular,0.105749607
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GC/33GC20060123.tsv,98333,tabular,0.149568081
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GC/33GC20060124.tsv,181791,tabular,0.091756344
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GC/33GC20070828.tsv,34590,tabular,0.112696409
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GC/33GC20070829.tsv,87549,tabular,0.116686821
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GC/33GC20070926.tsv,176593,tabular,0.109708548
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GC/33GC20070927.tsv,183721,tabular,0.118684292
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GC/33GC20070928.tsv,163635,tabular,0.101726532
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GC/33GC20080624.tsv,184132,tabular,0.106716156
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GC/33GC20080922.tsv,185199,tabular,0.107705593
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GC/33GC20080923.tsv,187728,tabular,0.109738588
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GC/33GC20080924.tsv,180751,tabular,0.100700855
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GC/33GC20100914.tsv,157650,tabular,0.105713844
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GC/CO2_readme.doc,33792,unknown,2.037592411
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GC/OCEAN Mercury Metadata Gulf_of_Maine_Coastal_Cruises.pdf,126249,freetext,0.316109896
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GC/README,4940,freetext,0.052094936
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20100408.tsv,444810,freetext,3.964013815
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20100422.tsv,469092,freetext,3.121594906
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20100502.tsv,496734,freetext,3.971441746
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20100824.tsv,715009,tabular,0.118620634
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20100915.tsv,752758,tabular,0.116726637
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20101008.tsv,957128,unknown,6.257272959
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20101105.tsv,1425898,unknown,8.530145407
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20110414.tsv,525893,tabular,0.086767435
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20110617.tsv,1275432,tabular,0.13863039
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20110712.tsv,1425182,tabular,0.149599075
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20110822.tsv,576269,tabular,0.09474659
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20110913.tsv,552069,tabular,0.09175539
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20111007.tsv,415523,tabular,0.079786777
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20111102.tsv,801693,tabular,0.108709574
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20120429.tsv,835165,unknown,5.187182426
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20130430.tsv,533579,unknown,3.34607029
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20130520.tsv,686872,tabular,0.097732306
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20130609.tsv,1005001,unknown,6.256245136
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20130704.tsv,354375,tabular,0.080812931
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20130716.tsv,742210,tabular,0.104720354
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20130810.tsv,986264,tabular,0.122661829
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20130828.tsv,1477606,tabular,0.16250515
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20131113.tsv,1010409,tabular,0.125713587
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20131126.tsv,425245,unknown,2.576099396
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20140215.tsv,279010,tabular,0.076826334
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20140301.tsv,663491,tabular,0.101703405
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20140311.tsv,1452948,tabular,0.153584719
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20140407.tsv,1383614,tabular,0.148603439
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20140605.tsv,601422,tabular,0.096772909
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20140704.tsv,975169,tabular,0.120671034
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20140720.tsv,751031,tabular,0.103721619
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20140821.tsv,1390198,tabular,0.145605803
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20141031.tsv,1223869,tabular,0.135643721
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20150303.tsv,834132,tabular,0.10968399
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20150317.tsv,1306972,tabular,0.142605066
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20150414.tsv,1140004,tabular,0.127700567
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20150515.tsv,1723955,tabular,0.250334978
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20150609.tsv,207283,tabular,0.072797298
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20150619.tsv,1039216,tabular,0.125672579
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20150708.tsv,1299907,tabular,0.142605543
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20150730.tsv,1364266,tabular,0.147543192
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20150822.tsv,1185087,tabular,0.130650282
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/33GG20150912.tsv,1123885,tabular,0.129653931
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/GU1001-Leg1.pdf,81508,freetext,0.601433039
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/GU1001-Leg1_Readme.xml,12596,json/xml,0.001995087
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/GU1001-Leg2.pdf,81515,freetext,0.579479218
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/GU1001-Leg2_Readme.xml,12422,json/xml,0.002991676
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/GU1001-Leg3.pdf,81614,freetext,0.586359978
/Users/ryan/Documents/CS/CDAC/official_xtract/sampler_dataset/pub8/CdiacBundles/33GG/GU1001-Leg3_Readme.xml,12767,json/xml,0.003060579
